time,product_id,pv_01,quantity
2022-Dec-18 08:24:44.566,91282CFW6,0.029309,0
2022-Dec-18 08:24:44.566,frontend,0.019851,-1000000
2022-Dec-18 08:24:44.888,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:44.888,frontend,0.000000,0
2022-Dec-18 08:24:45.206,91282CFW6,0.029309,0
2022-Dec-18 08:24:45.206,frontend,0.019851,-1000000
2022-Dec-18 08:24:45.225,912810TM0,0.140980,3000000
2022-Dec-18 08:24:45.225,backend,0.140980,3000000
2022-Dec-18 08:24:45.515,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:45.515,frontend,0.000000,0
2022-Dec-18 08:24:45.833,91282CFW6,0.029309,0
2022-Dec-18 08:24:45.833,frontend,0.019851,-1000000
2022-Dec-18 08:24:46.150,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:46.151,frontend,0.000000,0
2022-Dec-18 08:24:46.230,912810TM0,0.140980,2000000
2022-Dec-18 08:24:46.230,backend,0.140980,2000000
2022-Dec-18 08:24:46.462,91282CFW6,0.029309,0
2022-Dec-18 08:24:46.462,frontend,0.019851,-1000000
2022-Dec-18 08:24:46.776,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:46.776,frontend,0.000000,0
2022-Dec-18 08:24:47.091,91282CFW6,0.029309,0
2022-Dec-18 08:24:47.091,frontend,0.019851,-1000000
2022-Dec-18 08:24:47.233,912810TM0,0.140980,4000000
2022-Dec-18 08:24:47.233,backend,0.140980,4000000
2022-Dec-18 08:24:47.405,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:47.405,frontend,0.000000,0
2022-Dec-18 08:24:47.724,91282CFW6,0.029309,0
2022-Dec-18 08:24:47.724,frontend,0.019851,-1000000
2022-Dec-18 08:24:48.038,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:48.038,frontend,0.000000,0
2022-Dec-18 08:24:48.235,912810TM0,0.140980,1000000
2022-Dec-18 08:24:48.235,backend,0.140980,1000000
2022-Dec-18 08:24:48.355,91282CFW6,0.029309,0
2022-Dec-18 08:24:48.355,frontend,0.019851,-1000000
2022-Dec-18 08:24:48.669,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:48.669,frontend,0.000000,0
2022-Dec-18 08:24:48.983,91282CFW6,0.029309,0
2022-Dec-18 08:24:48.983,frontend,0.019851,-1000000
2022-Dec-18 08:24:49.236,912810TM0,0.140980,5000000
2022-Dec-18 08:24:49.236,backend,0.140980,5000000
2022-Dec-18 08:24:49.300,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:49.300,frontend,0.000000,0
2022-Dec-18 08:24:49.609,91282CFW6,0.029309,0
2022-Dec-18 08:24:49.609,frontend,0.019851,-1000000
2022-Dec-18 08:24:49.930,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:49.930,frontend,0.000000,0
2022-Dec-18 08:24:50.240,912810TM0,0.140980,0
2022-Dec-18 08:24:50.240,backend,0.000000,0
2022-Dec-18 08:24:50.248,91282CFW6,0.029309,0
2022-Dec-18 08:24:50.248,frontend,0.019851,-1000000
2022-Dec-18 08:24:50.570,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:50.570,frontend,0.000000,0
2022-Dec-18 08:24:50.890,91282CFW6,0.029309,0
2022-Dec-18 08:24:50.890,frontend,0.019851,-1000000
2022-Dec-18 08:24:51.207,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:51.207,frontend,0.000000,0
2022-Dec-18 08:24:51.245,912810TL2,0.184698,1000000
2022-Dec-18 08:24:51.245,backend,0.184698,1000000
2022-Dec-18 08:24:51.521,91282CFW6,0.029309,0
2022-Dec-18 08:24:51.521,frontend,0.019851,-1000000
2022-Dec-18 08:24:51.833,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:51.833,frontend,0.000000,0
2022-Dec-18 08:24:52.153,91282CFW6,0.029309,0
2022-Dec-18 08:24:52.153,frontend,0.019851,-1000000
2022-Dec-18 08:24:52.249,912810TL2,0.184698,-1000000
2022-Dec-18 08:24:52.249,backend,0.184698,-1000000
2022-Dec-18 08:24:52.476,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:52.476,frontend,0.000000,0
2022-Dec-18 08:24:52.785,91282CFW6,0.029309,0
2022-Dec-18 08:24:52.785,frontend,0.019851,-1000000
2022-Dec-18 08:24:53.096,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:53.096,frontend,0.000000,0
2022-Dec-18 08:24:53.249,912810TL2,0.184698,2000000
2022-Dec-18 08:24:53.249,backend,0.184698,2000000
2022-Dec-18 08:24:53.412,91282CFW6,0.029309,0
2022-Dec-18 08:24:53.412,frontend,0.019851,-1000000
2022-Dec-18 08:24:53.733,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:53.733,frontend,0.000000,0
2022-Dec-18 08:24:54.048,91282CFW6,0.029309,0
2022-Dec-18 08:24:54.048,frontend,0.019851,-1000000
2022-Dec-18 08:24:54.250,912810TL2,0.184698,-2000000
2022-Dec-18 08:24:54.250,backend,0.184698,-2000000
2022-Dec-18 08:24:54.363,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:54.363,frontend,0.000000,0
2022-Dec-18 08:24:54.683,91282CFW6,0.029309,0
2022-Dec-18 08:24:54.683,frontend,0.019851,-1000000
2022-Dec-18 08:24:55.006,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:55.006,frontend,0.000000,0
2022-Dec-18 08:24:55.252,912810TL2,0.184698,3000000
2022-Dec-18 08:24:55.253,backend,0.184698,3000000
2022-Dec-18 08:24:55.323,91282CFW6,0.029309,0
2022-Dec-18 08:24:55.323,frontend,0.019851,-1000000
2022-Dec-18 08:24:55.641,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:55.641,frontend,0.000000,0
2022-Dec-18 08:24:55.956,91282CFW6,0.029309,0
2022-Dec-18 08:24:55.956,frontend,0.019851,-1000000
2022-Dec-18 08:24:56.253,912810TL2,0.184698,2000000
2022-Dec-18 08:24:56.253,backend,0.184698,2000000
2022-Dec-18 08:24:56.273,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:56.273,frontend,0.000000,0
2022-Dec-18 08:24:56.587,91282CFW6,0.029309,0
2022-Dec-18 08:24:56.587,frontend,0.019851,-1000000
2022-Dec-18 08:24:56.904,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:56.904,frontend,0.000000,0
2022-Dec-18 08:24:57.218,91282CFW6,0.029309,0
2022-Dec-18 08:24:57.218,frontend,0.019851,-1000000
2022-Dec-18 08:24:57.256,912810TL2,0.184698,4000000
2022-Dec-18 08:24:57.256,backend,0.184698,4000000
2022-Dec-18 08:24:57.533,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:57.533,frontend,0.000000,0
2022-Dec-18 08:24:57.850,91282CFW6,0.029309,0
2022-Dec-18 08:24:57.850,frontend,0.019851,-1000000
2022-Dec-18 08:24:58.167,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:58.167,frontend,0.000000,0
2022-Dec-18 08:24:58.258,912810TL2,0.184698,1000000
2022-Dec-18 08:24:58.258,backend,0.184698,1000000
2022-Dec-18 08:24:58.481,91282CFW6,0.029309,0
2022-Dec-18 08:24:58.481,frontend,0.019851,-1000000
2022-Dec-18 08:24:58.795,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:58.795,frontend,0.000000,0
2022-Dec-18 08:24:59.108,91282CFW6,0.029309,0
2022-Dec-18 08:24:59.108,frontend,0.019851,-1000000
2022-Dec-18 08:24:59.262,912810TL2,0.184698,5000000
2022-Dec-18 08:24:59.262,backend,0.184698,5000000
2022-Dec-18 08:24:59.425,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:59.425,frontend,0.000000,0
2022-Dec-18 08:24:59.742,91282CFW6,0.029309,0
2022-Dec-18 08:24:59.742,frontend,0.019851,-1000000
2022-Dec-18 08:25:00.062,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:00.062,frontend,0.000000,0
2022-Dec-18 08:25:00.267,912810TL2,0.184698,0
2022-Dec-18 08:25:00.267,backend,0.000000,0
2022-Dec-18 08:25:00.381,91282CFW6,0.029309,0
2022-Dec-18 08:25:00.381,frontend,0.019851,-1000000
2022-Dec-18 08:25:00.701,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:00.701,frontend,0.000000,0
2022-Dec-18 08:25:01.021,91282CFW6,0.029309,0
2022-Dec-18 08:25:01.021,frontend,0.019851,-1000000
2022-Dec-18 08:25:01.332,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:01.332,frontend,0.000000,0
2022-Dec-18 08:25:01.652,91282CFW6,0.029309,0
2022-Dec-18 08:25:01.652,frontend,0.019851,-1000000
2022-Dec-18 08:25:01.966,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:01.966,frontend,0.000000,0
2022-Dec-18 08:25:02.289,91282CFW6,0.029309,0
2022-Dec-18 08:25:02.289,frontend,0.019851,-1000000
2022-Dec-18 08:25:02.605,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:02.606,frontend,0.000000,0
2022-Dec-18 08:25:02.923,91282CFW6,0.029309,0
2022-Dec-18 08:25:02.923,frontend,0.019851,-1000000
2022-Dec-18 08:25:03.239,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:03.239,frontend,0.000000,0
2022-Dec-18 08:25:03.548,91282CFW6,0.029309,0
2022-Dec-18 08:25:03.548,frontend,0.019851,-1000000
2022-Dec-18 08:25:03.861,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:03.861,frontend,0.000000,0
2022-Dec-18 08:25:04.175,91282CFW6,0.029309,0
2022-Dec-18 08:25:04.175,frontend,0.019851,-1000000
2022-Dec-18 08:25:04.483,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:04.483,frontend,0.000000,0
2022-Dec-18 08:25:04.800,91282CFW6,0.029309,0
2022-Dec-18 08:25:04.800,frontend,0.019851,-1000000
2022-Dec-18 08:25:05.116,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:05.116,frontend,0.000000,0
2022-Dec-18 08:25:05.424,91282CFW6,0.029309,0
2022-Dec-18 08:25:05.424,frontend,0.019851,-1000000
2022-Dec-18 08:25:05.739,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:05.739,frontend,0.000000,0
2022-Dec-18 08:25:06.052,91282CFW6,0.029309,0
2022-Dec-18 08:25:06.052,frontend,0.019851,-1000000
2022-Dec-18 08:25:06.371,91282CFW6,0.029309,1000000
2022-Dec-18 08:25:06.371,frontend,0.000000,0
2022-Dec-18 08:25:06.690,91282CFW6,0.029309,0
2022-Dec-18 08:25:06.690,frontend,0.019851,-1000000
