time,product_id,TRSY1_size,TRSY2_size,TRSY3_size,total_size
2022-Dec-18 08:10:59.439,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:10:59.759,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:00.075,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:00.388,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:00.704,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:01.017,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:01.336,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:01.651,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:01.964,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:02.280,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:02.600,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:02.914,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:03.234,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:03.547,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:03.861,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:04.172,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:04.488,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:04.807,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:05.124,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:05.438,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:05.747,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:06.063,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:06.378,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:06.691,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:07.006,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:07.321,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:07.638,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:07.957,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:08.271,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:08.583,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:08.896,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:09.212,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:09.533,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:09.857,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:10.173,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:10.496,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:10.813,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:11.133,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:11.446,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:11.759,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:12.076,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:12.392,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:12.708,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:13.026,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:13.339,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:13.651,91282CFW6,6000000,-6000000,0,0
2022-Dec-18 08:11:13.967,91282CFW6,6000000,-6000000,1000000,1000000
2022-Dec-18 08:11:14.275,91282CFW6,5000000,-6000000,1000000,0
2022-Dec-18 08:11:14.592,91282CFW6,5000000,-5000000,1000000,1000000
2022-Dec-18 08:11:14.908,91282CFW6,5000000,-5000000,0,0
2022-Dec-18 08:11:15.221,91282CFW6,6000000,-5000000,0,1000000
2022-Dec-18 08:11:15.538,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:15.854,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:16.162,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:16.472,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:16.787,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:17.104,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:17.420,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:17.732,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:18.045,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:18.367,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:18.679,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:18.995,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:19.312,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:19.626,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:19.944,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:20.267,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:20.587,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:20.900,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:21.217,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:21.523,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:21.840,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:22.153,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:22.462,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:22.777,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:23.094,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:23.413,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:23.736,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:24.050,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:24.362,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:24.678,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:24.994,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:25.310,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:25.627,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:25.944,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:26.261,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:26.580,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:26.889,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:27.206,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:27.520,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:27.835,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:28.140,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:28.452,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:28.770,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:29.087,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:29.393,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:29.710,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:30.023,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:30.338,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:30.654,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:30.971,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:31.279,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:31.593,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:31.906,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:32.222,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:32.542,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:32.859,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:33.171,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:33.486,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:33.792,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:34.114,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:34.436,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:34.754,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:35.066,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:35.387,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:35.709,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:36.022,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:36.330,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:36.644,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:36.969,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:37.287,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:37.603,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:37.922,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:38.237,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:38.554,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:38.872,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:39.188,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:39.503,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:39.825,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:40.142,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:40.454,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:40.771,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:41.087,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:41.397,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:41.717,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:42.041,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:42.353,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:42.675,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:42.995,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:43.315,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:43.627,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:43.953,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:44.268,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:44.587,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:44.903,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:45.220,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:45.539,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:45.855,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:46.176,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:46.496,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:46.816,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:47.128,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:47.445,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:47.759,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:48.086,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:48.403,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:48.719,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:49.036,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:49.355,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:49.672,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:49.988,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:50.313,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:50.625,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:50.945,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:51.266,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:51.582,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:51.895,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:52.216,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:52.527,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:52.840,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:53.157,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:53.477,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:53.791,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:54.107,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:54.419,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:54.737,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:55.052,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:55.370,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:55.690,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:56.002,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:56.316,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:56.640,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:56.956,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:57.269,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:57.589,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:57.909,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:11:58.222,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:11:58.535,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:11:58.853,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:11:59.168,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:11:59.484,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:11:59.803,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:12:00.122,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:12:00.438,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:12:00.757,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:12:01.081,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:12:01.406,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:12:01.719,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:12:02.023,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:12:02.335,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:12:02.644,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:12:02.958,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:12:03.271,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:12:03.583,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:12:03.900,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:12:04.216,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:12:04.523,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:12:04.838,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:12:05.155,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:12:05.473,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:12:05.792,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:12:06.108,91282CFZ9,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:12:06.424,91282CFZ9,0,6000000,-6000000,0
2022-Dec-18 08:12:06.738,91282CFZ9,0,5000000,-6000000,-1000000
2022-Dec-18 08:12:07.062,91282CFZ9,0,5000000,-5000000,0
2022-Dec-18 08:12:07.382,91282CFZ9,-1000000,5000000,-5000000,-1000000
2022-Dec-18 08:12:07.700,91282CFZ9,-1000000,6000000,-5000000,0
2022-Dec-18 08:12:08.020,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:08.337,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:08.655,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:08.972,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:09.296,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:09.617,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:09.935,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:10.241,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:10.555,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:10.871,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:11.193,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:11.515,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:11.830,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:12.141,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:12.455,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:12.773,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:13.096,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:13.412,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:13.737,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:14.059,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:14.371,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:14.696,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:15.015,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:15.337,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:15.659,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:15.979,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:16.299,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:16.611,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:16.933,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:17.249,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:17.566,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:17.886,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:18.208,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:18.532,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:18.849,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:19.161,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:19.478,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:19.795,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:20.119,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:20.441,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:20.758,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:21.070,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:21.394,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:21.716,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:22.041,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:22.352,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:22.665,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:22.985,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:23.306,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:23.628,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:23.949,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:24.267,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:24.585,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:24.902,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:25.219,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:25.538,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:25.853,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:26.169,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:26.478,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:26.795,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:27.111,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:27.425,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:27.745,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:28.058,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:28.377,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:28.694,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:29.008,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:29.320,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:29.640,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:29.960,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:30.277,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:30.594,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:30.907,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:31.223,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:31.544,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:31.855,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:32.168,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:32.481,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:32.794,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:33.115,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:33.434,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:33.755,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:34.074,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:34.396,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:34.710,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:35.025,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:35.343,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:35.656,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:35.969,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:36.284,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:36.599,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:36.917,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:37.239,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:37.560,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:37.878,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:38.195,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:38.515,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:38.839,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:39.159,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:39.476,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:39.796,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:40.115,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:40.425,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:40.743,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:41.060,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:41.377,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:41.692,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:42.007,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:42.323,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:42.641,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:42.952,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:43.271,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:43.592,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:43.908,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:44.225,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:44.541,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:44.865,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:45.190,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:45.502,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:45.821,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:46.139,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:46.458,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:46.774,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:47.098,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:47.423,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:47.743,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:48.053,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:48.374,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:48.694,91282CFY2,-5000000,-1000000,5000000,-1000000
