time,product_id,bid_price,bid_visible_quantity,bid_hidden_quantity,offer_price,offer_visible_quantity,offer_hidden_quantity
2022-Dec-18 08:24:05.615,91282CFX4,100.074219,2000000,4000000,100.089844,2000000,4000000
2022-Dec-18 08:24:05.669,91282CFX4,100.082031,1000000,2000000,100.089844,1000000,2000000
2022-Dec-18 08:24:05.723,91282CFX4,100.082031,2000000,4000000,100.097656,2000000,4000000
2022-Dec-18 08:24:05.774,91282CFX4,100.089844,1000000,2000000,100.097656,1000000,2000000
2022-Dec-18 08:24:05.825,91282CFX4,100.089844,2000000,4000000,100.105469,2000000,4000000
2022-Dec-18 08:24:05.875,91282CFX4,100.097656,1000000,2000000,100.105469,1000000,2000000
2022-Dec-18 08:24:05.929,91282CFX4,100.097656,2000000,4000000,100.113281,2000000,4000000
2022-Dec-18 08:24:05.983,91282CFX4,100.105469,1000000,2000000,100.113281,1000000,2000000
2022-Dec-18 08:24:06.037,91282CFX4,100.105469,2000000,4000000,100.121094,2000000,4000000
2022-Dec-18 08:24:06.087,91282CFX4,100.113281,1000000,2000000,100.121094,1000000,2000000
2022-Dec-18 08:24:06.138,91282CFX4,100.113281,2000000,4000000,100.128906,2000000,4000000
2022-Dec-18 08:24:06.189,91282CFX4,100.121094,1000000,2000000,100.128906,1000000,2000000
2022-Dec-18 08:24:06.241,91282CFX4,100.121094,2000000,4000000,100.136719,2000000,4000000
2022-Dec-18 08:24:06.296,91282CFX4,100.128906,1000000,2000000,100.136719,1000000,2000000
2022-Dec-18 08:24:06.348,91282CFX4,100.128906,2000000,4000000,100.144531,2000000,4000000
2022-Dec-18 08:24:06.401,91282CFX4,100.136719,1000000,2000000,100.144531,1000000,2000000
2022-Dec-18 08:24:06.454,91282CFX4,100.136719,2000000,4000000,100.152344,2000000,4000000
2022-Dec-18 08:24:06.508,91282CFX4,100.144531,1000000,2000000,100.152344,1000000,2000000
2022-Dec-18 08:24:06.563,91282CFX4,100.144531,2000000,4000000,100.160156,2000000,4000000
2022-Dec-18 08:24:06.618,91282CFX4,100.152344,1000000,2000000,100.160156,1000000,2000000
2022-Dec-18 08:24:06.671,91282CFX4,100.152344,2000000,4000000,100.167969,2000000,4000000
2022-Dec-18 08:24:06.725,91282CFX4,100.160156,1000000,2000000,100.167969,1000000,2000000
2022-Dec-18 08:24:06.775,91282CFX4,100.160156,2000000,4000000,100.175781,2000000,4000000
2022-Dec-18 08:24:06.829,91282CFX4,100.167969,1000000,2000000,100.175781,1000000,2000000
2022-Dec-18 08:24:06.883,91282CFX4,100.167969,2000000,4000000,100.183594,2000000,4000000
2022-Dec-18 08:24:06.937,91282CFX4,100.175781,1000000,2000000,100.183594,1000000,2000000
2022-Dec-18 08:24:06.987,91282CFX4,100.175781,2000000,4000000,100.191406,2000000,4000000
2022-Dec-18 08:24:07.042,91282CFX4,100.183594,1000000,2000000,100.191406,1000000,2000000
2022-Dec-18 08:24:07.093,91282CFX4,100.183594,2000000,4000000,100.199219,2000000,4000000
2022-Dec-18 08:24:07.147,91282CFX4,100.191406,1000000,2000000,100.199219,1000000,2000000
2022-Dec-18 08:24:07.200,91282CFX4,100.191406,2000000,4000000,100.207031,2000000,4000000
2022-Dec-18 08:24:07.254,91282CFX4,100.199219,1000000,2000000,100.207031,1000000,2000000
2022-Dec-18 08:24:07.306,91282CFX4,100.199219,2000000,4000000,100.214844,2000000,4000000
2022-Dec-18 08:24:07.357,91282CFX4,100.207031,1000000,2000000,100.214844,1000000,2000000
2022-Dec-18 08:24:07.408,91282CFX4,100.207031,2000000,4000000,100.222656,2000000,4000000
2022-Dec-18 08:24:07.463,91282CFX4,100.214844,1000000,2000000,100.222656,1000000,2000000
2022-Dec-18 08:24:07.515,91282CFX4,100.214844,2000000,4000000,100.230469,2000000,4000000
2022-Dec-18 08:24:07.565,91282CFX4,100.222656,1000000,2000000,100.230469,1000000,2000000
2022-Dec-18 08:24:07.621,91282CFX4,100.222656,2000000,4000000,100.238281,2000000,4000000
2022-Dec-18 08:24:07.672,91282CFX4,100.230469,1000000,2000000,100.238281,1000000,2000000
2022-Dec-18 08:24:07.727,91282CFX4,100.230469,2000000,4000000,100.246094,2000000,4000000
2022-Dec-18 08:24:07.780,91282CFX4,100.238281,1000000,2000000,100.246094,1000000,2000000
2022-Dec-18 08:24:07.832,91282CFX4,100.238281,2000000,4000000,100.253906,2000000,4000000
2022-Dec-18 08:24:07.883,91282CFX4,100.246094,1000000,2000000,100.253906,1000000,2000000
2022-Dec-18 08:24:07.934,91282CFX4,100.246094,2000000,4000000,100.261719,2000000,4000000
2022-Dec-18 08:24:07.988,91282CFX4,100.253906,1000000,2000000,100.261719,1000000,2000000
2022-Dec-18 08:24:08.042,91282CFX4,100.253906,2000000,4000000,100.269531,2000000,4000000
2022-Dec-18 08:24:08.093,91282CFX4,100.261719,1000000,2000000,100.269531,1000000,2000000
2022-Dec-18 08:24:08.144,91282CFX4,100.261719,2000000,4000000,100.277344,2000000,4000000
2022-Dec-18 08:24:08.196,91282CFX4,100.269531,1000000,2000000,100.277344,1000000,2000000
2022-Dec-18 08:24:08.249,91282CFX4,100.269531,2000000,4000000,100.285156,2000000,4000000
2022-Dec-18 08:24:08.301,91282CFX4,100.277344,1000000,2000000,100.285156,1000000,2000000
2022-Dec-18 08:24:08.351,91282CFX4,100.277344,2000000,4000000,100.292969,2000000,4000000
2022-Dec-18 08:24:08.406,91282CFX4,100.285156,1000000,2000000,100.292969,1000000,2000000
2022-Dec-18 08:24:08.459,91282CFX4,100.285156,2000000,4000000,100.300781,2000000,4000000
2022-Dec-18 08:24:08.514,91282CFX4,100.292969,1000000,2000000,100.300781,1000000,2000000
2022-Dec-18 08:24:08.569,91282CFX4,100.292969,2000000,4000000,100.308594,2000000,4000000
2022-Dec-18 08:24:08.620,91282CFX4,100.300781,1000000,2000000,100.308594,1000000,2000000
2022-Dec-18 08:24:08.673,91282CFX4,100.300781,2000000,4000000,100.316406,2000000,4000000
2022-Dec-18 08:24:08.727,91282CFX4,100.308594,1000000,2000000,100.316406,1000000,2000000
2022-Dec-18 08:24:08.780,91282CFX4,100.308594,2000000,4000000,100.324219,2000000,4000000
2022-Dec-18 08:24:08.832,91282CFX4,100.316406,1000000,2000000,100.324219,1000000,2000000
2022-Dec-18 08:24:08.886,91282CFX4,100.316406,2000000,4000000,100.332031,2000000,4000000
2022-Dec-18 08:24:08.936,91282CFX4,100.324219,1000000,2000000,100.332031,1000000,2000000
2022-Dec-18 08:24:08.987,91282CFX4,100.324219,2000000,4000000,100.339844,2000000,4000000
2022-Dec-18 08:24:09.037,91282CFX4,100.332031,1000000,2000000,100.339844,1000000,2000000
2022-Dec-18 08:24:09.088,91282CFX4,100.332031,2000000,4000000,100.347656,2000000,4000000
2022-Dec-18 08:24:09.139,91282CFX4,100.339844,1000000,2000000,100.347656,1000000,2000000
2022-Dec-18 08:24:09.194,91282CFX4,100.339844,2000000,4000000,100.355469,2000000,4000000
2022-Dec-18 08:24:09.249,91282CFX4,100.347656,1000000,2000000,100.355469,1000000,2000000
2022-Dec-18 08:24:09.304,91282CFX4,100.347656,2000000,4000000,100.363281,2000000,4000000
2022-Dec-18 08:24:09.355,91282CFX4,100.355469,1000000,2000000,100.363281,1000000,2000000
2022-Dec-18 08:24:09.408,91282CFX4,100.355469,2000000,4000000,100.371094,2000000,4000000
2022-Dec-18 08:24:09.463,91282CFX4,100.363281,1000000,2000000,100.371094,1000000,2000000
2022-Dec-18 08:24:09.514,91282CFX4,100.363281,2000000,4000000,100.378906,2000000,4000000
2022-Dec-18 08:24:09.565,91282CFX4,100.371094,1000000,2000000,100.378906,1000000,2000000
2022-Dec-18 08:24:09.618,91282CFX4,100.371094,2000000,4000000,100.386719,2000000,4000000
2022-Dec-18 08:24:09.668,91282CFX4,100.378906,1000000,2000000,100.386719,1000000,2000000
2022-Dec-18 08:24:09.720,91282CFX4,100.378906,2000000,4000000,100.394531,2000000,4000000
2022-Dec-18 08:24:09.772,91282CFX4,100.386719,1000000,2000000,100.394531,1000000,2000000
2022-Dec-18 08:24:09.824,91282CFX4,100.386719,2000000,4000000,100.402344,2000000,4000000
2022-Dec-18 08:24:09.875,91282CFX4,100.394531,1000000,2000000,100.402344,1000000,2000000
2022-Dec-18 08:24:09.927,91282CFX4,100.394531,2000000,4000000,100.410156,2000000,4000000
2022-Dec-18 08:24:09.980,91282CFX4,100.402344,1000000,2000000,100.410156,1000000,2000000
2022-Dec-18 08:24:10.032,91282CFX4,100.402344,2000000,4000000,100.417969,2000000,4000000
2022-Dec-18 08:24:10.083,91282CFX4,100.410156,1000000,2000000,100.417969,1000000,2000000
2022-Dec-18 08:24:10.136,91282CFX4,100.410156,2000000,4000000,100.425781,2000000,4000000
2022-Dec-18 08:24:10.186,91282CFX4,100.417969,1000000,2000000,100.425781,1000000,2000000
2022-Dec-18 08:24:10.240,91282CFX4,100.417969,2000000,4000000,100.433594,2000000,4000000
2022-Dec-18 08:24:10.294,91282CFX4,100.425781,1000000,2000000,100.433594,1000000,2000000
2022-Dec-18 08:24:10.348,91282CFX4,100.425781,2000000,4000000,100.441406,2000000,4000000
2022-Dec-18 08:24:10.403,91282CFX4,100.433594,1000000,2000000,100.441406,1000000,2000000
2022-Dec-18 08:24:10.459,91282CFX4,100.433594,2000000,4000000,100.449219,2000000,4000000
2022-Dec-18 08:24:10.513,91282CFX4,100.441406,1000000,2000000,100.449219,1000000,2000000
2022-Dec-18 08:24:10.564,91282CFX4,100.441406,2000000,4000000,100.457031,2000000,4000000
2022-Dec-18 08:24:10.617,91282CFX4,100.449219,1000000,2000000,100.457031,1000000,2000000
2022-Dec-18 08:24:10.669,91282CFX4,100.449219,2000000,4000000,100.464844,2000000,4000000
2022-Dec-18 08:24:10.723,91282CFX4,100.457031,1000000,2000000,100.464844,1000000,2000000
2022-Dec-18 08:24:10.777,91282CFX4,100.457031,2000000,4000000,100.472656,2000000,4000000
2022-Dec-18 08:24:10.830,91282CFX4,100.464844,1000000,2000000,100.472656,1000000,2000000
2022-Dec-18 08:24:10.880,91282CFX4,100.464844,2000000,4000000,100.480469,2000000,4000000
2022-Dec-18 08:24:10.932,91282CFX4,100.472656,1000000,2000000,100.480469,1000000,2000000
2022-Dec-18 08:24:10.982,91282CFX4,100.472656,2000000,4000000,100.488281,2000000,4000000
2022-Dec-18 08:24:11.033,91282CFX4,100.480469,1000000,2000000,100.488281,1000000,2000000
2022-Dec-18 08:24:11.086,91282CFX4,100.480469,2000000,4000000,100.496094,2000000,4000000
2022-Dec-18 08:24:11.138,91282CFX4,100.488281,1000000,2000000,100.496094,1000000,2000000
2022-Dec-18 08:24:11.190,91282CFX4,100.488281,2000000,4000000,100.503906,2000000,4000000
2022-Dec-18 08:24:11.244,91282CFX4,100.496094,1000000,2000000,100.503906,1000000,2000000
2022-Dec-18 08:24:11.296,91282CFX4,100.496094,2000000,4000000,100.511719,2000000,4000000
2022-Dec-18 08:24:11.349,91282CFX4,100.503906,1000000,2000000,100.511719,1000000,2000000
2022-Dec-18 08:24:11.400,91282CFX4,100.503906,2000000,4000000,100.519531,2000000,4000000
2022-Dec-18 08:24:11.453,91282CFX4,100.511719,1000000,2000000,100.519531,1000000,2000000
2022-Dec-18 08:24:11.506,91282CFX4,100.511719,2000000,4000000,100.527344,2000000,4000000
2022-Dec-18 08:24:11.561,91282CFX4,100.519531,1000000,2000000,100.527344,1000000,2000000
2022-Dec-18 08:24:11.614,91282CFX4,100.519531,2000000,4000000,100.535156,2000000,4000000
2022-Dec-18 08:24:11.666,91282CFX4,100.527344,1000000,2000000,100.535156,1000000,2000000
2022-Dec-18 08:24:11.716,91282CFX4,100.527344,2000000,4000000,100.542969,2000000,4000000
2022-Dec-18 08:24:11.766,91282CFX4,100.535156,1000000,2000000,100.542969,1000000,2000000
2022-Dec-18 08:24:11.820,91282CFX4,100.535156,2000000,4000000,100.550781,2000000,4000000
2022-Dec-18 08:24:11.870,91282CFX4,100.542969,1000000,2000000,100.550781,1000000,2000000
2022-Dec-18 08:24:11.922,91282CFX4,100.542969,2000000,4000000,100.558594,2000000,4000000
2022-Dec-18 08:24:11.973,91282CFX4,100.550781,1000000,2000000,100.558594,1000000,2000000
2022-Dec-18 08:24:12.027,91282CFX4,100.550781,2000000,4000000,100.566406,2000000,4000000
2022-Dec-18 08:24:12.081,91282CFX4,100.558594,1000000,2000000,100.566406,1000000,2000000
2022-Dec-18 08:24:12.133,91282CFX4,100.558594,2000000,4000000,100.574219,2000000,4000000
2022-Dec-18 08:24:12.187,91282CFX4,100.566406,1000000,2000000,100.574219,1000000,2000000
2022-Dec-18 08:24:12.238,91282CFX4,100.566406,2000000,4000000,100.582031,2000000,4000000
2022-Dec-18 08:24:12.289,91282CFX4,100.574219,1000000,2000000,100.582031,1000000,2000000
2022-Dec-18 08:24:12.339,91282CFX4,100.574219,2000000,4000000,100.589844,2000000,4000000
2022-Dec-18 08:24:12.389,91282CFX4,100.582031,1000000,2000000,100.589844,1000000,2000000
2022-Dec-18 08:24:12.439,91282CFX4,100.582031,2000000,4000000,100.597656,2000000,4000000
2022-Dec-18 08:24:12.490,91282CFX4,100.589844,1000000,2000000,100.597656,1000000,2000000
2022-Dec-18 08:24:12.540,91282CFX4,100.589844,2000000,4000000,100.605469,2000000,4000000
2022-Dec-18 08:24:12.590,91282CFX4,100.597656,1000000,2000000,100.605469,1000000,2000000
2022-Dec-18 08:24:12.644,91282CFX4,100.597656,2000000,4000000,100.613281,2000000,4000000
2022-Dec-18 08:24:12.697,91282CFX4,100.605469,1000000,2000000,100.613281,1000000,2000000
2022-Dec-18 08:24:12.751,91282CFX4,100.605469,2000000,4000000,100.621094,2000000,4000000
2022-Dec-18 08:24:12.803,91282CFX4,100.613281,1000000,2000000,100.621094,1000000,2000000
2022-Dec-18 08:24:12.858,91282CFX4,100.613281,2000000,4000000,100.628906,2000000,4000000
2022-Dec-18 08:24:12.911,91282CFX4,100.621094,1000000,2000000,100.628906,1000000,2000000
2022-Dec-18 08:24:12.964,91282CFX4,100.621094,2000000,4000000,100.636719,2000000,4000000
2022-Dec-18 08:24:13.016,91282CFX4,100.628906,1000000,2000000,100.636719,1000000,2000000
2022-Dec-18 08:24:13.071,91282CFX4,100.628906,2000000,4000000,100.644531,2000000,4000000
2022-Dec-18 08:24:13.126,91282CFX4,100.636719,1000000,2000000,100.644531,1000000,2000000
2022-Dec-18 08:24:13.181,91282CFX4,100.636719,2000000,4000000,100.652344,2000000,4000000
2022-Dec-18 08:24:13.234,91282CFX4,100.644531,1000000,2000000,100.652344,1000000,2000000
2022-Dec-18 08:24:13.287,91282CFX4,100.644531,2000000,4000000,100.660156,2000000,4000000
2022-Dec-18 08:24:13.337,91282CFX4,100.652344,1000000,2000000,100.660156,1000000,2000000
2022-Dec-18 08:24:13.390,91282CFX4,100.652344,2000000,4000000,100.667969,2000000,4000000
2022-Dec-18 08:24:13.444,91282CFX4,100.660156,1000000,2000000,100.667969,1000000,2000000
2022-Dec-18 08:24:13.495,91282CFX4,100.660156,2000000,4000000,100.675781,2000000,4000000
2022-Dec-18 08:24:13.548,91282CFX4,100.667969,1000000,2000000,100.675781,1000000,2000000
2022-Dec-18 08:24:13.599,91282CFX4,100.667969,2000000,4000000,100.683594,2000000,4000000
2022-Dec-18 08:24:13.653,91282CFX4,100.675781,1000000,2000000,100.683594,1000000,2000000
2022-Dec-18 08:24:13.704,91282CFX4,100.675781,2000000,4000000,100.691406,2000000,4000000
2022-Dec-18 08:24:13.757,91282CFX4,100.683594,1000000,2000000,100.691406,1000000,2000000
2022-Dec-18 08:24:13.807,91282CFX4,100.683594,2000000,4000000,100.699219,2000000,4000000
2022-Dec-18 08:24:13.862,91282CFX4,100.691406,1000000,2000000,100.699219,1000000,2000000
2022-Dec-18 08:24:13.916,91282CFX4,100.691406,2000000,4000000,100.707031,2000000,4000000
2022-Dec-18 08:24:13.967,91282CFX4,100.699219,1000000,2000000,100.707031,1000000,2000000
2022-Dec-18 08:24:14.020,91282CFX4,100.699219,2000000,4000000,100.714844,2000000,4000000
2022-Dec-18 08:24:14.070,91282CFX4,100.707031,1000000,2000000,100.714844,1000000,2000000
2022-Dec-18 08:24:14.124,91282CFX4,100.707031,2000000,4000000,100.722656,2000000,4000000
2022-Dec-18 08:24:14.177,91282CFX4,100.714844,1000000,2000000,100.722656,1000000,2000000
2022-Dec-18 08:24:14.232,91282CFX4,100.714844,2000000,4000000,100.730469,2000000,4000000
2022-Dec-18 08:24:14.282,91282CFX4,100.722656,1000000,2000000,100.730469,1000000,2000000
2022-Dec-18 08:24:14.336,91282CFX4,100.722656,2000000,4000000,100.738281,2000000,4000000
2022-Dec-18 08:24:14.387,91282CFX4,100.730469,1000000,2000000,100.738281,1000000,2000000
2022-Dec-18 08:24:14.438,91282CFX4,100.730469,2000000,4000000,100.746094,2000000,4000000
2022-Dec-18 08:24:14.488,91282CFX4,100.738281,1000000,2000000,100.746094,1000000,2000000
2022-Dec-18 08:24:14.539,91282CFX4,100.738281,2000000,4000000,100.753906,2000000,4000000
2022-Dec-18 08:24:14.589,91282CFX4,100.746094,1000000,2000000,100.753906,1000000,2000000
2022-Dec-18 08:24:14.639,91282CFX4,100.746094,2000000,4000000,100.761719,2000000,4000000
2022-Dec-18 08:24:14.692,91282CFX4,100.753906,1000000,2000000,100.761719,1000000,2000000
2022-Dec-18 08:24:14.746,91282CFX4,100.753906,2000000,4000000,100.769531,2000000,4000000
2022-Dec-18 08:24:14.797,91282CFX4,100.761719,1000000,2000000,100.769531,1000000,2000000
2022-Dec-18 08:24:14.849,91282CFX4,100.761719,2000000,4000000,100.777344,2000000,4000000
2022-Dec-18 08:24:14.899,91282CFX4,100.769531,1000000,2000000,100.777344,1000000,2000000
2022-Dec-18 08:24:14.952,91282CFX4,100.769531,2000000,4000000,100.785156,2000000,4000000
2022-Dec-18 08:24:15.003,91282CFX4,100.777344,1000000,2000000,100.785156,1000000,2000000
2022-Dec-18 08:24:15.057,91282CFX4,100.777344,2000000,4000000,100.792969,2000000,4000000
2022-Dec-18 08:24:15.111,91282CFX4,100.785156,1000000,2000000,100.792969,1000000,2000000
2022-Dec-18 08:24:15.163,91282CFX4,100.785156,2000000,4000000,100.800781,2000000,4000000
2022-Dec-18 08:24:15.214,91282CFX4,100.792969,1000000,2000000,100.800781,1000000,2000000
2022-Dec-18 08:24:15.266,91282CFX4,100.792969,2000000,4000000,100.808594,2000000,4000000
2022-Dec-18 08:24:15.319,91282CFX4,100.800781,1000000,2000000,100.808594,1000000,2000000
2022-Dec-18 08:24:15.370,91282CFX4,100.800781,2000000,4000000,100.816406,2000000,4000000
2022-Dec-18 08:24:15.420,91282CFX4,100.808594,1000000,2000000,100.816406,1000000,2000000
2022-Dec-18 08:24:15.475,91282CFX4,100.808594,2000000,4000000,100.824219,2000000,4000000
2022-Dec-18 08:24:15.525,91282CFX4,100.816406,1000000,2000000,100.824219,1000000,2000000
2022-Dec-18 08:24:15.579,91282CFX4,100.816406,2000000,4000000,100.832031,2000000,4000000
2022-Dec-18 08:24:15.631,91282CFX4,100.824219,1000000,2000000,100.832031,1000000,2000000
2022-Dec-18 08:24:15.685,91282CFX4,100.824219,2000000,4000000,100.839844,2000000,4000000
2022-Dec-18 08:24:15.737,91282CFX4,100.832031,1000000,2000000,100.839844,1000000,2000000
2022-Dec-18 08:24:15.789,91282CFX4,100.832031,2000000,4000000,100.847656,2000000,4000000
2022-Dec-18 08:24:15.839,91282CFX4,100.839844,1000000,2000000,100.847656,1000000,2000000
2022-Dec-18 08:24:15.891,91282CFX4,100.839844,2000000,4000000,100.855469,2000000,4000000
2022-Dec-18 08:24:15.945,91282CFX4,100.847656,1000000,2000000,100.855469,1000000,2000000
2022-Dec-18 08:24:15.999,91282CFX4,100.847656,2000000,4000000,100.863281,2000000,4000000
2022-Dec-18 08:24:16.049,91282CFX4,100.855469,1000000,2000000,100.863281,1000000,2000000
2022-Dec-18 08:24:16.103,91282CFX4,100.855469,2000000,4000000,100.871094,2000000,4000000
2022-Dec-18 08:24:16.154,91282CFX4,100.863281,1000000,2000000,100.871094,1000000,2000000
2022-Dec-18 08:24:16.205,91282CFX4,100.863281,2000000,4000000,100.878906,2000000,4000000
2022-Dec-18 08:24:16.257,91282CFX4,100.871094,1000000,2000000,100.878906,1000000,2000000
2022-Dec-18 08:24:16.312,91282CFX4,100.871094,2000000,4000000,100.886719,2000000,4000000
2022-Dec-18 08:24:16.364,91282CFX4,100.878906,1000000,2000000,100.886719,1000000,2000000
2022-Dec-18 08:24:16.414,91282CFX4,100.878906,2000000,4000000,100.894531,2000000,4000000
2022-Dec-18 08:24:16.465,91282CFX4,100.886719,1000000,2000000,100.894531,1000000,2000000
2022-Dec-18 08:24:16.515,91282CFX4,100.886719,2000000,4000000,100.902344,2000000,4000000
2022-Dec-18 08:24:16.569,91282CFX4,100.894531,1000000,2000000,100.902344,1000000,2000000
2022-Dec-18 08:24:16.622,91282CFX4,100.894531,2000000,4000000,100.910156,2000000,4000000
2022-Dec-18 08:24:16.672,91282CFX4,100.902344,1000000,2000000,100.910156,1000000,2000000
2022-Dec-18 08:24:16.724,91282CFX4,100.902344,2000000,4000000,100.917969,2000000,4000000
2022-Dec-18 08:24:16.778,91282CFX4,100.910156,1000000,2000000,100.917969,1000000,2000000
2022-Dec-18 08:24:16.829,91282CFX4,100.910156,2000000,4000000,100.925781,2000000,4000000
2022-Dec-18 08:24:16.884,91282CFX4,100.917969,1000000,2000000,100.925781,1000000,2000000
2022-Dec-18 08:24:16.934,91282CFX4,100.917969,2000000,4000000,100.933594,2000000,4000000
2022-Dec-18 08:24:16.985,91282CFX4,100.925781,1000000,2000000,100.933594,1000000,2000000
2022-Dec-18 08:24:17.037,91282CFX4,100.925781,2000000,4000000,100.941406,2000000,4000000
2022-Dec-18 08:24:17.090,91282CFX4,100.933594,1000000,2000000,100.941406,1000000,2000000
2022-Dec-18 08:24:17.145,91282CFX4,100.933594,2000000,4000000,100.949219,2000000,4000000
2022-Dec-18 08:24:17.196,91282CFX4,100.941406,1000000,2000000,100.949219,1000000,2000000
2022-Dec-18 08:24:17.249,91282CFX4,100.941406,2000000,4000000,100.957031,2000000,4000000
2022-Dec-18 08:24:17.301,91282CFX4,100.949219,1000000,2000000,100.957031,1000000,2000000
2022-Dec-18 08:24:17.353,91282CFX4,100.949219,2000000,4000000,100.964844,2000000,4000000
2022-Dec-18 08:24:17.403,91282CFX4,100.957031,1000000,2000000,100.964844,1000000,2000000
2022-Dec-18 08:24:17.453,91282CFX4,100.957031,2000000,4000000,100.972656,2000000,4000000
2022-Dec-18 08:24:17.504,91282CFX4,100.964844,1000000,2000000,100.972656,1000000,2000000
2022-Dec-18 08:24:17.554,91282CFX4,100.964844,2000000,4000000,100.980469,2000000,4000000
2022-Dec-18 08:24:17.605,91282CFX4,100.972656,1000000,2000000,100.980469,1000000,2000000
2022-Dec-18 08:24:17.658,91282CFX4,100.972656,2000000,4000000,100.988281,2000000,4000000
2022-Dec-18 08:24:17.708,91282CFX4,100.980469,1000000,2000000,100.988281,1000000,2000000
2022-Dec-18 08:24:17.762,91282CFX4,100.980469,2000000,4000000,100.996094,2000000,4000000
2022-Dec-18 08:24:17.812,91282CFX4,100.988281,1000000,2000000,100.996094,1000000,2000000
2022-Dec-18 08:24:17.863,91282CFX4,100.988281,2000000,4000000,101.003906,2000000,4000000
2022-Dec-18 08:24:17.913,91282CFX4,100.996094,1000000,2000000,101.003906,1000000,2000000
2022-Dec-18 08:24:17.966,91282CFX4,100.988281,2000000,4000000,101.003906,2000000,4000000
2022-Dec-18 08:24:18.021,91282CFX4,100.988281,1000000,2000000,100.996094,1000000,2000000
2022-Dec-18 08:24:18.071,91282CFX4,100.980469,2000000,4000000,100.996094,2000000,4000000
2022-Dec-18 08:24:18.122,91282CFX4,100.980469,1000000,2000000,100.988281,1000000,2000000
2022-Dec-18 08:24:18.172,91282CFX4,100.972656,2000000,4000000,100.988281,2000000,4000000
2022-Dec-18 08:24:18.223,91282CFX4,100.972656,1000000,2000000,100.980469,1000000,2000000
2022-Dec-18 08:24:18.274,91282CFX4,100.964844,2000000,4000000,100.980469,2000000,4000000
2022-Dec-18 08:24:18.325,91282CFX4,100.964844,1000000,2000000,100.972656,1000000,2000000
2022-Dec-18 08:24:18.376,91282CFX4,100.957031,2000000,4000000,100.972656,2000000,4000000
2022-Dec-18 08:24:18.427,91282CFX4,100.957031,1000000,2000000,100.964844,1000000,2000000
2022-Dec-18 08:24:18.481,91282CFX4,100.949219,2000000,4000000,100.964844,2000000,4000000
2022-Dec-18 08:24:18.532,91282CFX4,100.949219,1000000,2000000,100.957031,1000000,2000000
2022-Dec-18 08:24:18.582,91282CFX4,100.941406,2000000,4000000,100.957031,2000000,4000000
2022-Dec-18 08:24:18.632,91282CFX4,100.941406,1000000,2000000,100.949219,1000000,2000000
2022-Dec-18 08:24:18.686,91282CFX4,100.933594,2000000,4000000,100.949219,2000000,4000000
2022-Dec-18 08:24:18.739,91282CFX4,100.933594,1000000,2000000,100.941406,1000000,2000000
2022-Dec-18 08:24:18.789,91282CFX4,100.925781,2000000,4000000,100.941406,2000000,4000000
2022-Dec-18 08:24:18.839,91282CFX4,100.925781,1000000,2000000,100.933594,1000000,2000000
2022-Dec-18 08:24:18.890,91282CFX4,100.917969,2000000,4000000,100.933594,2000000,4000000
2022-Dec-18 08:24:18.942,91282CFX4,100.917969,1000000,2000000,100.925781,1000000,2000000
2022-Dec-18 08:24:18.992,91282CFX4,100.910156,2000000,4000000,100.925781,2000000,4000000
2022-Dec-18 08:24:19.044,91282CFX4,100.910156,1000000,2000000,100.917969,1000000,2000000
2022-Dec-18 08:24:19.098,91282CFX4,100.902344,2000000,4000000,100.917969,2000000,4000000
2022-Dec-18 08:24:19.149,91282CFX4,100.902344,1000000,2000000,100.910156,1000000,2000000
2022-Dec-18 08:24:19.199,91282CFX4,100.894531,2000000,4000000,100.910156,2000000,4000000
2022-Dec-18 08:24:19.252,91282CFX4,100.894531,1000000,2000000,100.902344,1000000,2000000
2022-Dec-18 08:24:19.306,91282CFX4,100.886719,2000000,4000000,100.902344,2000000,4000000
2022-Dec-18 08:24:19.361,91282CFX4,100.886719,1000000,2000000,100.894531,1000000,2000000
2022-Dec-18 08:24:19.412,91282CFX4,100.878906,2000000,4000000,100.894531,2000000,4000000
2022-Dec-18 08:24:19.462,91282CFX4,100.878906,1000000,2000000,100.886719,1000000,2000000
2022-Dec-18 08:24:19.512,91282CFX4,100.871094,2000000,4000000,100.886719,2000000,4000000
2022-Dec-18 08:24:19.563,91282CFX4,100.871094,1000000,2000000,100.878906,1000000,2000000
2022-Dec-18 08:24:19.613,91282CFX4,100.863281,2000000,4000000,100.878906,2000000,4000000
2022-Dec-18 08:24:19.663,91282CFX4,100.863281,1000000,2000000,100.871094,1000000,2000000
2022-Dec-18 08:24:19.714,91282CFX4,100.855469,2000000,4000000,100.871094,2000000,4000000
2022-Dec-18 08:24:19.764,91282CFX4,100.855469,1000000,2000000,100.863281,1000000,2000000
2022-Dec-18 08:24:19.815,91282CFX4,100.847656,2000000,4000000,100.863281,2000000,4000000
2022-Dec-18 08:24:19.865,91282CFX4,100.847656,1000000,2000000,100.855469,1000000,2000000
2022-Dec-18 08:24:19.919,91282CFX4,100.839844,2000000,4000000,100.855469,2000000,4000000
2022-Dec-18 08:24:19.973,91282CFX4,100.839844,1000000,2000000,100.847656,1000000,2000000
2022-Dec-18 08:24:20.027,91282CFX4,100.832031,2000000,4000000,100.847656,2000000,4000000
2022-Dec-18 08:24:20.081,91282CFX4,100.832031,1000000,2000000,100.839844,1000000,2000000
